route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-045500_Q5_202,LAURELTON 233 ST via MERRICK BL,0,40040522,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-047000_MISC_756,LAURELTON 233 ST via MERRICK BL,0,40040551,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-048500_MISC_822,LAURELTON 233 ST via MERRICK BL,0,40040533,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-050000_MISC_771,LAURELTON 233 ST via MERRICK BL,0,40040524,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-051500_MISC_825,LAURELTON 233 ST via MERRICK BL,0,40040615,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-052000_MISC_756,JAMAICA CENTER via MERRICK BL,1,40040551,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-053000_Q5_207,JAMAICA CENTER via MERRICK BL,1,40040553,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-054000_MISC_822,JAMAICA CENTER via MERRICK BL,1,40040533,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-055000_MISC_771,JAMAICA CENTER via MERRICK BL,1,40040524,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-056000_Q5_206,JAMAICA CENTER via MERRICK BL,1,40040649,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-057000_MISC_825,JAMAICA CENTER via MERRICK BL,1,40040615,Q050182
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-053000_Q5_203,LAURELTON 233 ST via MERRICK BL,0,40040532,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-054500_Q5_202,LAURELTON 233 ST via MERRICK BL,0,40040522,Q050216
Q5,JA_D6-Weekday-SDon,JA_D6-Weekday-SDon-057500_Q5_207,LAURELTON 233 ST via MERRICK BL,0,40040553,Q050216
